public_date,FFI48_desc,NFIRM,indret_ew,indret_vw,dpr_Median,bm_Median,pe_exi_Median,gpm_Median,roe_Median,totdebt_invcap_Median,rd_sale_Median,adv_sale_Median
20110831,TOYS,17,-0.112508,-0.029898,0.000,0.634,11.068,0.420,0.083,0.145,0.029,0.021
20110831,TRANS,77,-0.078224,-0.072545,0.000,0.652,14.094,0.211,0.069,0.391,0.000,0.000
20110831,TXTLS,9,-0.118330,-0.069599,0.000,0.678,10.122,0.284,0.089,0.360,0.004,0.000
20110831,UTIL,99,0.002859,0.000373,0.627,0.871,15.624,0.268,0.073,0.549,0.000,0.000
20110831,WHLSL,106,-0.081451,-0.041081,0.007,0.699,13.403,0.195,0.127,0.294,0.000,0.000
20110930,AERO,18,-0.042138,-0.042246,0.097,0.451,14.558,0.295,0.129,0.319,0.031,0.000
20110930,AGRIC,9,-0.158853,-0.128566,0.359,0.634,8.541,0.224,0.053,0.388,0.000,0.000
20110930,AUTOS,55,-0.154868,-0.138496,0.000,0.467,7.060,0.209,0.122,0.320,0.023,0.000
20110930,BANKS,525,-0.081139,-0.116739,0.430,1.105,10.386,0.668,0.050,0.572,0.000,0.010
20110930,BEER,10,-0.076326,-0.038132,0.160,0.524,6.545,0.517,0.137,0.234,0.000,0.067
20110930,BLDMT,54,-0.156571,-0.160580,0.158,0.644,10.882,0.285,0.056,0.274,0.005,0.000
20110930,BOOKS,22,-0.115744,-0.080273,0.074,0.824,7.889,0.537,0.079,0.401,0.000,0.008
20110930,BOXES,10,-0.164153,-0.125516,0.135,0.453,9.639,0.240,0.221,0.615,0.004,0.000
20110930,BUSSV,386,-0.099983,-0.044995,0.000,0.400,12.846,0.543,0.067,0.074,0.019,0.000
20110930,CHEMS,72,-0.150366,-0.152972,0.083,0.439,8.988,0.326,0.153,0.353,0.015,0.000
20110930,CHIPS,217,-0.111871,-0.055636,0.000,0.555,8.638,0.435,0.079,0.059,0.102,0.000
20110930,CLTHS,42,-0.100616,-0.052181,0.044,0.515,11.916,0.436,0.115,0.085,0.000,0.021
20110930,CNSTR,42,-0.162964,-0.154527,0.000,0.800,7.137,0.152,0.010,0.306,0.000,0.000
20110930,COAL,11,-0.254619,-0.308918,0.072,0.607,8.228,0.294,0.185,0.446,0.000,0.000
20110930,COMPS,118,-0.096686,-0.040510,0.000,0.407,9.625,0.498,0.076,0.042,0.104,0.000
20110930,DRUGS,280,-0.085151,-0.027381,0.000,0.248,-4.125,0.293,-0.323,0.034,0.324,0.000
20110930,ELCEQ,64,-0.175576,-0.136866,0.000,0.596,8.160,0.320,0.092,0.215,0.026,0.000
20110930,FABPR,9,-0.146870,-0.181554,0.099,0.731,22.987,0.340,0.073,0.077,0.007,0.000
20110930,FIN,108,-0.111681,-0.141667,0.158,0.509,11.378,0.335,0.088,0.259,0.000,0.000
20110930,FOOD,57,-0.053607,-0.037282,0.031,0.608,14.528,0.303,0.117,0.381,0.000,0.010
20110930,FUN,42,-0.112576,-0.214491,0.001,0.770,11.917,0.375,0.019,0.432,0.000,0.014
20110930,GOLD,8,-0.245568,-0.052098,0.000,0.363,13.087,0.581,0.018,0.020,0.000,0.000
20110930,GUNS,7,-0.122287,-0.040118,0.122,0.477,10.371,0.232,0.224,0.180,0.014,0.000
20110930,HLTH,66,-0.129138,-0.091500,0.000,0.568,7.385,0.282,0.067,0.286,0.000,0.000
20110930,HSHLD,44,-0.121656,-0.037593,0.193,0.543,9.549,0.467,0.126,0.206,0.009,0.033
20110930,INSUR,114,-0.064620,-0.083853,0.139,1.101,9.588,0.134,0.083,0.202,0.000,0.000
20110930,LABEQ,74,-0.116041,-0.103229,0.000,0.486,11.814,0.480,0.102,0.045,0.092,0.000
20110930,MACH,103,-0.152256,-0.165087,0.000,0.444,11.862,0.348,0.128,0.177,0.020,0.000
20110930,MEALS,59,-0.074115,-0.051533,0.000,0.365,13.168,0.202,0.122,0.404,0.000,0.021
20110930,MEDEQ,117,-0.076288,-0.077626,0.000,0.402,9.494,0.595,0.036,0.103,0.084,0.000
20110930,MINES,17,-0.240725,-0.297114,0.341,0.354,-5.957,0.338,-0.022,0.248,0.000,0.000
20110930,OIL,147,-0.200687,-0.117910,0.000,0.575,8.088,0.558,0.046,0.319,0.000,0.000
20110930,OTHER,20,-0.107153,-0.054444,0.000,0.578,8.636,0.308,0.026,0.329,0.000,0.000
20110930,PAPER,39,-0.112341,-0.088457,0.234,0.645,9.574,0.269,0.122,0.381,0.003,0.000
20110930,PERSV,51,-0.120642,-0.130827,0.000,0.515,12.808,0.469,0.075,0.294,0.000,0.006
20110930,RLEST,24,-0.126262,-0.148177,0.000,0.699,1.335,0.372,0.011,0.303,0.000,0.000
20110930,RTAIL,173,-0.070514,-0.028124,0.000,0.526,12.826,0.350,0.123,0.225,0.000,0.013
20110930,RUBBR,17,-0.123953,-0.131093,0.078,0.531,14.000,0.313,0.098,0.319,0.009,0.000
20110930,SHIPS,7,-0.232992,-0.189160,0.014,0.636,8.496,0.178,0.039,0.472,0.003,0.000
20110930,SMOKE,6,-0.018763,-0.049013,0.800,0.142,11.058,0.509,0.225,0.814,0.008,0.010
20110930,SODA,9,-0.084424,0.007853,0.253,0.352,5.310,0.381,0.086,0.148,0.000,0.008
20110930,STEEL,44,-0.190309,-0.206258,0.104,0.671,10.505,0.171,0.080,0.312,0.000,0.000
20110930,TELCM,103,-0.122336,-0.052124,0.007,0.575,10.637,0.550,0.066,0.495,0.000,0.007
20110930,TOYS,18,-0.077196,-0.095143,0.000,0.634,10.130,0.424,0.083,0.163,0.029,0.025
20110930,TRANS,77,-0.098818,-0.094491,0.000,0.652,12.901,0.211,0.069,0.391,0.000,0.000
20110930,TXTLS,9,-0.162280,-0.143425,0.000,0.697,8.916,0.284,0.089,0.360,0.004,0.000
20110930,UTIL,99,-0.032838,-0.016556,0.627,0.871,15.110,0.268,0.073,0.549,0.000,0.000
20110930,WHLSL,108,-0.115657,-0.081424,0.000,0.688,11.332,0.196,0.127,0.310,0.000,0.000
20111031,AERO,18,0.112447,0.104628,0.097,0.451,16.230,0.295,0.129,0.319,0.031,0.000
20111031,AGRIC,9,0.144297,0.210009,0.362,0.601,6.179,0.217,0.053,0.388,0.000,0.000
20111031,AUTOS,55,0.197901,0.238031,0.000,0.475,8.409,0.209,0.117,0.320,0.023,0.000
20111031,BANKS,524,0.080425,0.132489,0.429,1.104,11.368,0.668,0.050,0.571,0.000,0.010
20111031,BEER,10,0.133508,0.016686,0.160,0.524,6.565,0.517,0.145,0.234,0.000,0.067
20111031,BLDMT,54,0.155469,0.229948,0.158,0.655,13.154,0.285,0.056,0.274,0.005,0.000
20111031,BOOKS,22,0.136163,0.089326,0.074,0.828,7.926,0.538,0.079,0.401,0.000,0.008
20111031,BOXES,10,0.118115,0.125459,0.135,0.453,10.461,0.240,0.221,0.615,0.004,0.000
20111031,BUSSV,383,0.128010,0.115502,0.000,0.402,14.529,0.544,0.068,0.074,0.020,0.000
20111031,CHEMS,72,0.203965,0.175800,0.083,0.457,11.379,0.332,0.157,0.349,0.015,0.000
20111031,CHIPS,215,0.111390,0.123584,0.000,0.555,9.839,0.435,0.088,0.054,0.105,0.000
20111031,CLTHS,42,0.123160,0.165480,0.044,0.515,12.666,0.436,0.114,0.085,0.000,0.021
20111031,CNSTR,42,0.220843,0.200185,0.000,0.809,9.025,0.152,0.010,0.306,0.000,0.000
20111031,COAL,11,0.278965,0.283189,0.072,0.607,10.674,0.294,0.185,0.446,0.000,0.000
20111031,COMPS,117,0.134645,0.117733,0.000,0.409,10.625,0.500,0.079,0.039,0.105,0.000
20111031,DRUGS,278,0.114371,0.049901,0.000,0.249,-4.569,0.293,-0.323,0.039,0.324,0.000
20111031,ELCEQ,62,0.111772,0.186753,0.000,0.606,8.587,0.319,0.092,0.215,0.026,0.000
20111031,FABPR,8,0.088932,0.211501,0.049,0.806,25.523,0.334,0.071,0.149,0.012,0.000
20111031,FIN,108,0.111620,0.140820,0.158,0.509,12.547,0.335,0.088,0.259,0.000,0.000
20111031,FOOD,56,0.054212,0.036836,0.031,0.602,15.826,0.304,0.111,0.376,0.000,0.010
20111031,FUN,42,0.099051,0.153705,0.001,0.770,12.939,0.375,0.019,0.432,0.000,0.014
20111031,GOLD,8,0.109432,0.079144,0.000,0.363,13.894,0.581,0.018,0.020,0.000,0.000
20111031,GUNS,7,0.088185,0.054071,0.122,0.477,11.396,0.232,0.224,0.180,0.014,0.000
20111031,HLTH,64,0.072768,0.119077,0.000,0.568,8.021,0.285,0.067,0.289,0.000,0.000
20111031,HSHLD,44,0.122030,0.042804,0.193,0.543,10.063,0.467,0.130,0.206,0.009,0.033
20111031,INSUR,112,0.127972,0.136126,0.146,1.108,11.029,0.134,0.083,0.202,0.000,0.000
20111031,LABEQ,74,0.113161,0.117818,0.000,0.486,14.021,0.480,0.102,0.045,0.092,0.000
20111031,MACH,104,0.173703,0.231150,0.000,0.462,14.090,0.350,0.120,0.177,0.019,0.000
20111031,MEALS,59,0.096545,0.099240,0.000,0.365,14.433,0.202,0.118,0.404,0.000,0.021
20111031,MEDEQ,117,0.078940,0.062958,0.000,0.402,8.279,0.596,0.036,0.103,0.084,0.000
20111031,MINES,17,0.251194,0.262087,0.341,0.354,-7.222,0.338,-0.022,0.248,0.000,0.000
20111031,OIL,148,0.226919,0.159013,0.000,0.577,9.634,0.557,0.046,0.326,0.000,0.000
20111031,OTHER,20,0.064679,0.048909,0.000,0.583,9.179,0.316,0.026,0.329,0.000,0.000
20111031,PAPER,39,0.120341,0.091269,0.234,0.657,10.698,0.269,0.121,0.381,0.003,0.000
20111031,PERSV,51,0.131801,0.186939,0.000,0.509,14.242,0.469,0.075,0.295,0.000,0.006
20111031,RLEST,24,0.085159,0.189602,0.000,0.699,0.917,0.376,0.011,0.303,0.000,0.000
20111031,RTAIL,172,0.121909,0.090532,0.000,0.532,14.196,0.351,0.122,0.238,0.000,0.013
20111031,RUBBR,17,0.166074,0.135179,0.078,0.531,14.733,0.313,0.098,0.319,0.009,0.000
20111031,SHIPS,7,0.389263,0.293379,0.014,0.636,10.821,0.178,0.039,0.472,0.003,0.000
20111031,SMOKE,6,0.076240,0.075967,0.800,0.142,11.610,0.509,0.225,0.814,0.008,0.010
20111031,SODA,9,0.030779,0.002561,0.253,0.352,5.419,0.381,0.086,0.148,0.000,0.008
20111031,STEEL,44,0.191960,0.181082,0.104,0.671,12.622,0.169,0.080,0.312,0.000,0.000
20111031,TELCM,104,0.108176,0.069513,0.003,0.572,11.357,0.548,0.067,0.516,0.000,0.007
20111031,TOYS,17,0.123934,0.160904,0.000,0.622,10.722,0.420,0.095,0.145,0.029,0.029
20111031,TRANS,77,0.122176,0.155329,0.000,0.669,14.452,0.211,0.069,0.391,0.000,0.000
20111031,TXTLS,9,0.113593,0.142662,0.000,0.697,8.561,0.284,0.089,0.360,0.004,0.000
20111031,UTIL,98,0.071588,0.067896,0.627,0.868,15.962,0.268,0.073,0.551,0.000,0.000
20111031,WHLSL,108,0.151379,0.136879,0.000,0.695,13.092,0.195,0.127,0.310,0.000,0.000
20111130,AERO,18,0.012992,0.016882,0.068,0.494,15.878,0.294,0.134,0.354,0.031,0.000
20111130,AGRIC,9,-0.055604,0.001716,0.234,0.767,7.226,0.217,0.060,0.347,0.000,0.000
20111130,AUTOS,55,-0.077712,-0.086384,0.000,0.672,8.938,0.204,0.113,0.331,0.023,0.000
20111130,BANKS,523,-0.008926,-0.040662,0.384,1.342,11.705,0.687,0.055,0.561,0.000,0.010
20111130,BEER,10,-0.026203,0.004066,0.126,0.616,6.735,0.527,0.145,0.242,0.000,0.067
20111130,BLDMT,54,0.012386,0.016203,0.120,0.763,13.335,0.284,0.054,0.299,0.005,0.000
20111130,BOOKS,22,0.016848,0.006009,0.207,1.025,8.467,0.528,0.077,0.371,0.000,0.008
20111130,BOXES,10,0.059954,0.015522,0.136,0.534,14.428,0.236,0.167,0.610,0.004,0.000
20111130,BUSSV,383,-0.022224,-0.017557,0.000,0.504,14.970,0.546,0.067,0.073,0.019,0.000
20111130,CHEMS,73,0.008441,-0.006891,0.057,0.618,11.612,0.327,0.167,0.341,0.014,0.000
20111130,CHIPS,214,-0.038985,-0.005500,0.000,0.738,9.024,0.425,0.068,0.056,0.106,0.000
20111130,CLTHS,42,-0.072668,-0.037587,0.044,0.586,10.636,0.438,0.114,0.122,0.000,0.021
20111130,CNSTR,42,-0.003814,0.026804,0.000,1.092,4.594,0.149,0.021,0.318,0.000,0.000
20111130,COAL,11,-0.053028,-0.055738,0.070,0.918,13.817,0.295,0.198,0.501,0.000,0.000
20111130,COMPS,117,-0.035043,-0.033631,0.000,0.509,12.976,0.477,0.081,0.047,0.101,0.000
20111130,DRUGS,276,-0.033710,0.016491,0.000,0.304,-4.421,0.260,-0.331,0.035,0.384,0.000
20111130,ELCEQ,61,-0.052831,0.056705,0.000,0.811,9.536,0.323,0.068,0.242,0.025,0.000
20111130,FABPR,8,-0.059961,0.035979,0.026,0.978,20.673,0.342,0.068,0.157,0.011,0.000
20111130,FIN,108,-0.027218,-0.046067,0.186,0.772,12.976,0.347,0.088,0.244,0.000,0.000
20111130,FOOD,56,-0.048135,0.005450,0.062,0.650,15.217,0.298,0.096,0.379,0.000,0.009
20111130,FUN,43,-0.021994,-0.031313,0.000,0.875,15.760,0.372,0.032,0.424,0.000,0.013
20111130,GOLD,9,-0.016679,0.024866,0.046,0.528,15.034,0.601,0.048,0.041,0.000,0.000
20111130,GUNS,7,0.064137,0.038343,0.133,0.620,11.437,0.237,0.220,0.176,0.014,0.000
20111130,HLTH,62,-0.025471,0.017907,0.000,0.717,8.235,0.277,0.055,0.283,0.000,0.000
20111130,HSHLD,44,-0.000454,0.007364,0.135,0.764,10.379,0.477,0.134,0.213,0.008,0.033
20111130,INSUR,112,0.008202,-0.006827,0.164,1.267,11.082,0.121,0.072,0.205,0.000,0.000
20111130,LABEQ,74,-0.037615,-0.008692,0.000,0.633,12.908,0.484,0.088,0.049,0.095,0.000
20111130,MACH,103,0.003702,0.022380,0.035,0.634,14.615,0.350,0.130,0.169,0.020,0.000
20111130,MEALS,59,0.005475,0.021753,0.000,0.428,15.353,0.205,0.105,0.409,0.000,0.021
20111130,MEDEQ,117,-0.018498,-0.005847,0.000,0.479,11.313,0.596,0.036,0.106,0.081,0.000
20111130,MINES,16,-0.028390,0.005546,0.342,0.522,0.459,0.364,0.016,0.221,0.000,0.000
20111130,OIL,147,0.002746,0.021511,0.000,0.854,10.895,0.589,0.067,0.316,0.000,0.000
20111130,OTHER,20,0.039189,-0.006839,0.000,0.653,19.340,0.313,0.052,0.368,0.000,0.000
20111130,PAPER,39,0.004471,0.018596,0.256,0.834,12.611,0.277,0.112,0.369,0.004,0.000
20111130,PERSV,51,-0.044072,-0.033096,0.000,0.700,14.992,0.473,0.074,0.305,0.000,0.007
20111130,RLEST,24,-0.053821,-0.015597,0.000,0.810,3.027,0.405,0.028,0.298,0.000,0.000
20111130,RTAIL,172,-0.021334,0.007483,0.000,0.565,13.346,0.350,0.127,0.238,0.000,0.013
20111130,RUBBR,17,0.010030,-0.001430,0.091,0.651,15.077,0.308,0.097,0.291,0.009,0.000
20111130,SHIPS,7,0.083738,0.052805,0.000,1.018,10.664,0.184,0.016,0.474,0.002,0.000
20111130,SMOKE,6,0.028903,0.071783,0.826,0.132,11.618,0.508,0.226,0.846,0.008,0.010
20111130,SODA,9,-0.124998,-0.001862,0.161,0.358,6.261,0.386,0.086,0.178,0.000,0.008
20111130,STEEL,44,-0.020965,-0.015357,0.081,1.023,12.849,0.163,0.087,0.326,0.000,0.000
20111130,TELCM,105,-0.013673,0.003816,0.078,0.750,10.062,0.544,0.061,0.484,0.000,0.007
20111130,TOYS,17,-0.027036,-0.006463,0.056,0.846,12.928,0.410,0.090,0.154,0.028,0.029
20111130,TRANS,76,-0.012221,0.013876,0.000,0.865,17.125,0.201,0.080,0.395,0.000,0.000
20111130,TXTLS,9,-0.023503,-0.010825,0.000,0.923,10.685,0.280,0.075,0.352,0.004,0.000
20111130,UTIL,97,0.012711,0.009875,0.638,0.916,16.125,0.274,0.073,0.555,0.000,0.000
20111130,WHLSL,107,0.008867,0.011214,0.003,0.928,12.274,0.193,0.122,0.331,0.000,0.000
20111231,AERO,18,0.012110,0.002952,0.067,0.473,16.156,0.294,0.138,0.354,0.031,0.000
20111231,AGRIC,8,0.005691,-0.039713,0.234,0.679,14.312,0.252,0.063,0.346,0.000,0.001
20111231,AUTOS,54,-0.011541,-0.016346,0.000,0.701,8.516,0.206,0.115,0.341,0.022,0.000
20111231,BANKS,524,0.018033,0.030936,0.386,1.337,11.985,0.687,0.055,0.563,0.000,0.010
20111231,BEER,10,0.031602,0.040055,0.126,0.616,6.726,0.527,0.145,0.247,0.000,0.067
20111231,BLDMT,55,0.000239,0.002327,0.099,0.776,13.698,0.288,0.054,0.322,0.005,0.000
20111231,BOOKS,21,0.083346,0.053035,0.227,0.957,9.950,0.533,0.075,0.342,0.000,0.008
20111231,BOXES,10,-0.004816,0.008416,0.136,0.552,13.519,0.234,0.167,0.625,0.004,0.000
20111231,BUSSV,379,0.012280,-0.018537,0.000,0.509,14.904,0.548,0.067,0.072,0.019,0.000
20111231,CHEMS,72,-0.000149,-0.005259,0.056,0.630,11.247,0.322,0.162,0.337,0.014,0.000
20111231,CHIPS,214,-0.018243,-0.017742,0.000,0.751,9.580,0.428,0.068,0.058,0.105,0.000
20111231,CLTHS,42,0.017864,-0.023509,0.038,0.620,10.462,0.437,0.109,0.122,0.000,0.021
20111231,CNSTR,42,-0.013752,-0.003677,0.000,1.092,7.259,0.149,0.015,0.318,0.000,0.000
20111231,COAL,11,-0.101264,-0.135999,0.070,1.183,11.533,0.281,0.179,0.501,0.000,0.000
20111231,COMPS,116,-0.017416,0.002576,0.000,0.503,13.444,0.479,0.081,0.048,0.100,0.000
20111231,DRUGS,273,-0.015041,0.041301,0.000,0.309,-4.229,0.256,-0.333,0.036,0.386,0.000
20111231,ELCEQ,60,-0.035207,-0.048036,0.000,0.813,9.097,0.318,0.073,0.251,0.024,0.000
20111231,FABPR,8,-0.074105,-0.076865,0.026,0.978,18.265,0.342,0.081,0.145,0.011,0.000
20111231,FIN,107,-0.010687,-0.013367,0.186,0.766,11.914,0.349,0.088,0.240,0.000,0.000
20111231,FOOD,56,-0.003151,0.010159,0.011,0.650,15.575,0.298,0.096,0.381,0.000,0.009
20111231,FUN,43,0.010499,-0.042878,0.000,0.875,14.115,0.372,0.029,0.424,0.000,0.013
20111231,GOLD,9,-0.099954,-0.127499,0.046,0.528,12.894,0.601,0.048,0.041,0.000,0.000
20111231,GUNS,7,-0.033409,0.027975,0.133,0.620,11.332,0.237,0.220,0.176,0.014,0.000
20111231,HLTH,61,0.036683,-0.012741,0.000,0.724,8.183,0.276,0.066,0.290,0.000,0.000
20111231,HSHLD,44,0.021863,0.021482,0.135,0.764,10.644,0.477,0.134,0.213,0.008,0.033
20111231,INSUR,111,0.021869,0.009440,0.164,1.280,11.262,0.121,0.072,0.208,0.000,0.000
20111231,LABEQ,73,-0.007052,-0.018375,0.000,0.637,12.577,0.483,0.091,0.051,0.095,0.000
20111231,MACH,103,-0.005881,-0.038557,0.035,0.643,13.695,0.350,0.130,0.173,0.020,0.000
20111231,MEALS,59,0.023735,0.037115,0.000,0.428,16.417,0.204,0.105,0.409,0.000,0.021
20111231,MEDEQ,118,-0.001138,0.018257,0.000,0.477,11.000,0.599,0.036,0.109,0.082,0.000
20111231,MINES,16,-0.058561,-0.041390,0.342,0.522,0.895,0.364,0.016,0.221,0.000,0.000
20111231,OIL,144,-0.004281,-0.001599,0.000,0.858,10.871,0.589,0.068,0.316,0.000,0.000
20111231,OTHER,20,0.025605,0.019072,0.000,0.653,19.181,0.313,0.052,0.368,0.000,0.000
20111231,PAPER,39,-0.010805,0.015795,0.256,0.834,13.430,0.277,0.112,0.369,0.004,0.000
20111231,PERSV,50,0.010234,0.041009,0.000,0.667,14.033,0.477,0.075,0.295,0.000,0.005
20111231,RLEST,24,-0.036903,-0.014927,0.000,0.810,4.323,0.399,0.031,0.298,0.000,0.000
20111231,RTAIL,171,0.012193,0.003141,0.000,0.568,13.406,0.349,0.127,0.237,0.000,0.013
20111231,RUBBR,16,0.002699,0.007137,0.065,0.659,12.777,0.307,0.099,0.326,0.008,0.000
20111231,SHIPS,7,0.000483,0.022829,0.000,1.018,10.930,0.184,0.016,0.474,0.002,0.000
20111231,SMOKE,6,-0.009547,0.036026,0.826,0.132,11.452,0.508,0.226,0.846,0.008,0.010
20111231,SODA,9,0.008234,0.043433,0.161,0.358,8.019,0.386,0.058,0.178,0.000,0.008
20111231,STEEL,44,-0.049239,-0.052210,0.109,1.023,13.617,0.166,0.087,0.326,0.000,0.000
20111231,TELCM,103,-0.004343,0.031376,0.089,0.757,10.476,0.549,0.059,0.484,0.000,0.007
20111231,TOYS,17,-0.065696,-0.066449,0.056,0.846,11.110,0.410,0.090,0.154,0.028,0.029
20111231,TRANS,74,0.020851,0.011654,0.000,0.866,18.104,0.201,0.082,0.391,0.000,0.000
20111231,TXTLS,9,-0.037314,0.007883,0.000,0.923,10.411,0.280,0.075,0.352,0.004,0.000
20111231,UTIL,96,0.023334,0.029051,0.634,0.926,16.655,0.274,0.073,0.556,0.000,0.000
20111231,WHLSL,107,-0.000417,-0.000283,0.003,0.928,12.391,0.193,0.111,0.343,0.000,0.000
20120131,AERO,18,0.068051,0.049804,0.067,0.473,16.901,0.294,0.138,0.354,0.031,0.000
20120131,AGRIC,8,0.104710,0.168240,0.209,0.677,16.217,0.252,0.063,0.346,0.000,0.001
20120131,AUTOS,55,0.167573,0.133090,0.000,0.697,9.509,0.206,0.111,0.341,0.022,0.000
20120131,BANKS,517,0.078660,0.076764,0.381,1.337,12.748,0.689,0.055,0.561,0.000,0.010
20120131,BEER,10,0.019610,-0.024435,0.126,0.616,7.109,0.527,0.138,0.247,0.000,0.067
20120131,BLDMT,55,0.134790,0.067938,0.099,0.873,15.190,0.288,0.054,0.322,0.005,0.000
20120131,BOOKS,21,0.119775,0.028300,0.221,0.957,11.287,0.545,0.084,0.355,0.000,0.007
20120131,BOXES,10,0.089400,0.072992,0.136,0.552,13.948,0.234,0.167,0.625,0.004,0.000
20120131,BUSSV,380,0.080663,0.057649,0.000,0.508,15.408,0.550,0.066,0.074,0.019,0.000
20120131,CHEMS,72,0.162832,0.105161,0.056,0.626,12.652,0.322,0.141,0.337,0.014,0.000
20120131,CHIPS,213,0.145459,0.092739,0.000,0.748,10.246,0.430,0.070,0.062,0.105,0.000
20120131,CLTHS,42,0.085785,0.097152,0.038,0.620,11.394,0.437,0.113,0.130,0.000,0.021
20120131,CNSTR,42,0.186932,0.097483,0.000,1.092,8.935,0.148,0.015,0.318,0.000,0.000
20120131,COAL,11,0.032990,0.015306,0.070,1.183,10.685,0.281,0.179,0.501,0.000,0.000
20120131,COMPS,116,0.099356,0.112251,0.000,0.503,14.507,0.479,0.081,0.048,0.100,0.000
20120131,DRUGS,273,0.148245,0.026711,0.000,0.303,-4.688,0.256,-0.331,0.036,0.386,0.000
20120131,ELCEQ,60,0.101242,0.104557,0.000,0.813,10.012,0.316,0.073,0.251,0.024,0.000
20120131,FABPR,8,0.149752,0.075044,0.026,0.925,17.836,0.342,0.081,0.145,0.011,0.000
20120131,FIN,107,0.085766,0.096992,0.274,0.772,13.192,0.351,0.084,0.240,0.000,0.000
20120131,FOOD,56,0.039283,0.007998,0.011,0.643,15.369,0.298,0.093,0.382,0.000,0.009
20120131,FUN,44,0.085806,0.129479,0.000,0.875,14.146,0.376,0.029,0.433,0.000,0.010
20120131,GOLD,9,0.157519,0.054546,0.046,0.528,13.088,0.601,0.048,0.041,0.000,0.000
20120131,GUNS,7,0.080415,0.022612,0.133,0.620,11.831,0.237,0.220,0.176,0.014,0.000
20120131,HLTH,62,0.073216,0.045443,0.000,0.719,8.225,0.274,0.069,0.293,0.000,0.000
20120131,HSHLD,44,0.072005,-0.010778,0.184,0.764,10.884,0.477,0.134,0.213,0.008,0.033
20120131,INSUR,110,0.060039,0.052115,0.165,1.292,11.541,0.121,0.071,0.205,0.000,0.000
20120131,LABEQ,73,0.129408,0.151353,0.000,0.637,13.988,0.483,0.091,0.051,0.095,0.000
20120131,MACH,105,0.111218,0.125262,0.041,0.643,15.224,0.350,0.128,0.173,0.019,0.000
20120131,MEALS,59,0.063420,0.032346,0.000,0.428,17.245,0.206,0.113,0.409,0.000,0.021
20120131,MEDEQ,118,0.077445,0.067154,0.000,0.477,11.523,0.599,0.036,0.109,0.082,0.000
20120131,MINES,16,0.166332,0.192714,0.342,0.522,1.968,0.364,0.016,0.221,0.000,0.000
20120131,OIL,143,0.037559,0.008811,0.000,0.858,11.081,0.590,0.070,0.316,0.000,0.000
20120131,OTHER,20,0.126580,0.039492,0.000,0.678,20.528,0.313,0.052,0.368,0.000,0.000
20120131,PAPER,39,0.093437,0.041679,0.256,0.834,13.466,0.277,0.112,0.369,0.004,0.000
20120131,PERSV,49,0.062162,0.071988,0.000,0.599,15.376,0.479,0.077,0.285,0.000,0.007
20120131,RLEST,23,0.093286,0.143387,0.000,0.810,4.000,0.409,0.031,0.262,0.000,0.000
20120131,RTAIL,171,0.054058,0.041639,0.000,0.561,13.814,0.349,0.127,0.247,0.000,0.013
20120131,RUBBR,16,0.088163,0.080193,0.065,0.659,14.204,0.307,0.099,0.326,0.008,0.000
20120131,SHIPS,7,0.069369,0.046740,0.000,0.960,10.748,0.184,0.041,0.474,0.002,0.000
20120131,SMOKE,6,0.027554,-0.046510,0.826,0.132,11.084,0.508,0.226,0.846,0.008,0.010
20120131,SODA,9,0.140891,0.044111,0.161,0.358,8.891,0.386,0.058,0.178,0.000,0.008
20120131,STEEL,44,0.142925,0.124477,0.109,1.023,14.555,0.163,0.087,0.326,0.000,0.000
20120131,TELCM,103,0.070206,0.021462,0.113,0.757,11.278,0.549,0.061,0.484,0.000,0.007
20120131,TOYS,17,0.129192,0.110302,0.056,0.846,12.603,0.410,0.090,0.154,0.028,0.029
20120131,TRANS,74,0.115879,0.067581,0.000,0.866,19.157,0.201,0.082,0.391,0.000,0.000
20120131,TXTLS,9,0.200941,0.070434,0.000,0.923,13.329,0.280,0.075,0.352,0.004,0.000
20120131,UTIL,95,-0.016861,-0.027146,0.632,0.928,16.176,0.274,0.074,0.557,0.000,0.000
20120131,WHLSL,107,0.084878,0.060453,0.005,0.928,13.101,0.193,0.111,0.331,0.000,0.000
20120229,AERO,17,0.029059,0.045057,0.044,0.532,15.277,0.301,0.141,0.326,0.030,0.000
20120229,AGRIC,8,0.034864,-0.051228,0.048,0.658,20.974,0.251,0.075,0.365,0.000,0.001
20120229,AUTOS,53,0.045186,0.049905,0.000,0.632,11.462,0.196,0.140,0.324,0.021,0.000
20120229,BANKS,514,0.047861,0.071140,0.220,1.222,12.919,0.712,0.061,0.536,0.000,0.010
20120229,BEER,10,-0.002378,-0.022842,0.338,0.627,15.618,0.504,0.084,0.252,0.000,0.071
20120229,BLDMT,54,0.058975,0.040800,0.180,0.663,11.954,0.281,0.067,0.289,0.006,0.000
20120229,BOOKS,21,0.003325,0.024081,0.249,0.784,7.676,0.551,0.084,0.433,0.000,0.000
20120229,BOXES,10,0.008554,0.026365,0.161,0.379,14.502,0.230,0.148,0.627,0.004,0.000
20120229,BUSSV,379,0.047808,0.056860,0.000,0.470,15.566,0.548,0.077,0.077,0.024,0.000
20120229,CHEMS,71,0.021624,0.025197,0.085,0.542,13.945,0.314,0.128,0.352,0.015,0.000
20120229,CHIPS,210,0.019586,0.036911,0.000,0.751,12.731,0.433,0.059,0.057,0.115,0.000
