public_date,FFI48_desc,NFIRM,indret_ew,indret_vw,dpr_Median,bm_Median,pe_exi_Median,gpm_Median,roe_Median,totdebt_invcap_Median,rd_sale_Median,adv_sale_Median
20131231,BOOKS,17,0.081685,0.062860,0.425,0.558,18.087,0.497,0.048,0.341,0.000,0.007
20131231,BOXES,10,-0.003142,0.036680,0.145,0.284,20.792,0.223,0.150,0.639,0.004,0.000
20131231,BUSSV,399,0.042706,0.043524,0.000,0.316,17.126,0.574,0.061,0.115,0.016,0.000
20131231,CHEMS,71,0.022146,0.036203,0.234,0.418,18.716,0.315,0.119,0.373,0.016,0.000
20131231,CHIPS,196,0.022558,0.028304,0.000,0.523,14.114,0.409,0.025,0.093,0.124,0.000
20131231,CLTHS,36,-0.002319,0.009799,0.058,0.423,15.506,0.456,0.122,0.137,0.000,0.021
20131231,CNSTR,43,0.055563,0.062384,0.004,0.605,16.782,0.190,0.092,0.451,0.000,0.000
20131231,COAL,10,0.082870,0.078935,0.148,1.917,-1.785,0.180,-0.134,0.514,0.000,0.000
20131231,COMPS,101,0.036633,0.045897,0.000,0.400,12.190,0.484,0.049,0.094,0.122,0.001
20131231,DRUGS,310,0.058920,0.008130,0.000,0.194,-7.956,0.131,-0.470,0.072,0.379,0.000
20131231,ELCEQ,51,0.070359,0.036134,0.147,0.513,18.806,0.313,0.076,0.257,0.024,0.000
20131231,FABPR,7,-0.003197,-0.010037,0.000,0.660,20.719,0.317,0.090,0.303,0.015,0.000
20131231,FIN,99,0.019819,0.038857,0.419,0.529,19.262,0.370,0.098,0.270,0.000,0.000
20131231,FOOD,52,0.020837,0.029034,0.172,0.377,22.597,0.342,0.104,0.383,0.001,0.015
20131231,FUN,45,0.042931,0.082507,0.323,0.478,16.434,0.370,0.036,0.464,0.000,0.015
20131231,GOLD,9,-0.018353,-0.050481,0.369,1.341,-3.500,0.275,-0.053,0.100,0.000,0.000
20131231,GUNS,7,0.147984,0.040935,0.112,0.577,15.601,0.244,0.159,0.167,0.013,0.000
20131231,HLTH,57,0.001128,-0.000975,0.000,0.412,10.532,0.283,0.020,0.451,0.000,0.000
20131231,HSHLD,39,0.004550,-0.019558,0.240,0.404,19.292,0.477,0.125,0.296,0.010,0.019
20131231,INSUR,105,0.018021,0.016505,0.184,0.875,13.558,0.142,0.090,0.217,0.000,0.000
20131231,LABEQ,66,0.056136,0.050963,0.027,0.447,21.439,0.488,0.052,0.106,0.102,0.000
20131231,MACH,104,0.049347,0.052429,0.091,0.497,20.799,0.347,0.093,0.215,0.018,0.000
20131231,MEALS,57,0.007237,-0.004913,0.000,0.277,24.317,0.223,0.121,0.365,0.000,0.021
20131231,MEDEQ,109,0.061944,0.012262,0.000,0.343,-3.278,0.571,-0.018,0.158,0.079,0.000
20131231,MINES,17,0.066350,0.094710,0.770,0.416,13.774,0.319,0.025,0.362,0.000,0.000
20131231,OIL,139,0.014082,0.032477,0.000,0.680,10.339,0.442,0.044,0.367,0.000,0.000
20131231,OTHER,20,0.028404,0.000207,0.000,0.457,23.494,0.321,0.054,0.476,0.000,0.000
20131231,PAPER,33,0.013798,0.024305,0.423,0.464,20.201,0.294,0.100,0.448,0.004,0.000
20131231,PERSV,39,0.009057,0.019628,0.000,0.451,16.605,0.462,0.077,0.284,0.000,0.003
20131231,RLEST,26,0.067787,0.060986,0.000,0.522,12.935,0.358,0.013,0.353,0.000,0.000
20131231,RTAIL,167,-0.004503,0.000083,0.067,0.390,17.984,0.339,0.122,0.230,0.000,0.013
20131231,RUBBR,16,0.058081,0.060585,0.000,0.441,26.009,0.313,0.109,0.527,0.009,0.000
20131231,SHIPS,7,0.074163,0.072740,0.132,0.596,11.241,0.204,0.122,0.347,0.001,0.000
20131231,SMOKE,5,0.019040,0.029849,0.690,0.181,14.938,0.557,0.387,1.312,0.007,0.009
20131231,SODA,8,0.051166,0.033003,0.368,0.281,17.855,0.485,0.169,0.642,0.000,0.007
20131231,STEEL,43,0.051284,0.065519,0.229,0.757,15.344,0.135,0.051,0.365,0.000,0.000
20131231,TELCM,96,0.054482,0.052385,0.226,0.455,12.257,0.524,0.033,0.525,0.000,0.010
20131231,TOYS,14,0.048434,0.023417,0.000,0.541,15.959,0.422,0.080,0.154,0.034,0.029
20131231,TRANS,71,0.028787,0.022060,0.180,0.578,20.663,0.225,0.093,0.390,0.000,0.000
20131231,TXTLS,9,0.009963,0.037155,0.139,0.471,23.687,0.296,0.080,0.358,0.006,0.000
20131231,UTIL,87,0.017164,0.017697,0.667,0.850,19.035,0.289,0.066,0.560,0.000,0.000
20131231,WHLSL,97,0.050065,0.027916,0.049,0.547,17.016,0.211,0.106,0.331,0.000,0.000
20140131,AERO,17,-0.033564,-0.037327,0.034,0.534,20.074,0.291,0.128,0.424,0.017,0.000
20140131,AGRIC,9,-0.084933,-0.080072,0.202,0.497,13.678,0.231,0.042,0.186,0.000,0.000
20140131,AUTOS,53,-0.010644,-0.025354,0.047,0.396,15.288,0.201,0.137,0.319,0.020,0.000
20140131,BANKS,488,-0.021416,-0.035017,0.306,0.875,15.175,0.842,0.083,0.506,0.000,0.011
20140131,BEER,11,0.029246,-0.012430,0.354,0.503,18.864,0.459,0.079,0.391,0.000,0.062
20140131,BLDMT,51,0.009527,-0.054619,0.235,0.419,26.263,0.295,0.088,0.346,0.005,0.001
20140131,BOOKS,18,-0.021897,-0.070917,0.440,0.558,16.099,0.471,0.043,0.311,0.000,0.005
20140131,BOXES,10,-0.006749,-0.033526,0.145,0.284,19.896,0.223,0.150,0.639,0.004,0.000
20140131,BUSSV,397,0.004292,-0.002750,0.000,0.312,15.768,0.577,0.060,0.133,0.020,0.000
20140131,CHEMS,71,-0.032663,-0.048120,0.234,0.406,17.631,0.315,0.115,0.360,0.016,0.000
20140131,CHIPS,196,0.006932,-0.053605,0.000,0.519,13.822,0.411,0.025,0.093,0.124,0.000
20140131,CLTHS,36,-0.067818,-0.076254,0.087,0.423,14.370,0.458,0.124,0.166,0.000,0.021
20140131,CNSTR,44,-0.024943,-0.005005,0.000,0.599,18.167,0.191,0.094,0.448,0.000,0.000
20140131,COAL,10,-0.072581,-0.076072,0.148,1.917,-1.420,0.180,-0.134,0.514,0.000,0.000
20140131,COMPS,100,0.047570,0.020413,0.000,0.400,12.533,0.501,0.052,0.107,0.128,0.001
20140131,DRUGS,311,0.129447,0.020814,0.000,0.190,-9.356,0.076,-0.472,0.073,0.403,0.000
20140131,ELCEQ,52,0.002297,-0.028200,0.147,0.513,16.639,0.313,0.076,0.257,0.025,0.000
20140131,FABPR,7,-0.058898,-0.087715,0.000,0.660,26.649,0.317,0.090,0.303,0.015,0.000
20140131,FIN,101,-0.015983,-0.054440,0.419,0.524,18.500,0.365,0.095,0.262,0.000,0.000
20140131,FOOD,51,-0.020864,-0.036264,0.193,0.378,21.875,0.350,0.106,0.392,0.002,0.015
20140131,FUN,46,-0.000654,0.008848,0.323,0.478,14.392,0.370,0.035,0.451,0.000,0.015
20140131,GOLD,9,0.167585,-0.028944,0.369,1.341,-4.130,0.275,-0.053,0.100,0.000,0.000
20140131,GUNS,7,0.051581,0.026237,0.112,0.529,15.518,0.244,0.159,0.167,0.013,0.000
20140131,HLTH,56,0.033576,0.010408,0.000,0.416,10.297,0.291,0.026,0.437,0.000,0.000
20140131,HSHLD,40,-0.065039,-0.061715,0.240,0.396,18.787,0.462,0.121,0.296,0.010,0.020
20140131,INSUR,105,-0.046998,-0.052660,0.183,0.875,12.943,0.142,0.089,0.217,0.000,0.000
20140131,LABEQ,66,0.046380,0.014542,0.027,0.447,20.779,0.485,0.052,0.106,0.102,0.000
20140131,MACH,104,-0.026343,-0.044678,0.095,0.497,18.185,0.345,0.083,0.215,0.018,0.000
20140131,MEALS,57,-0.042059,-0.051272,0.000,0.277,23.010,0.223,0.121,0.367,0.000,0.021
20140131,MEDEQ,110,0.030075,0.009015,0.000,0.341,-3.895,0.571,-0.021,0.155,0.079,0.000
20140131,MINES,17,0.031806,-0.064635,0.770,0.416,11.828,0.319,0.025,0.362,0.000,0.000
20140131,OIL,142,-0.016519,-0.068509,0.000,0.678,9.135,0.453,0.045,0.371,0.000,0.000
20140131,OTHER,20,0.005093,-0.037200,0.000,0.457,23.231,0.321,0.054,0.476,0.000,0.000
20140131,PAPER,33,0.100368,-0.039123,0.423,0.464,18.572,0.294,0.098,0.441,0.004,0.000
20140131,PERSV,39,-0.037997,-0.023956,0.000,0.439,16.778,0.464,0.067,0.244,0.000,0.006
20140131,RLEST,26,-0.024634,-0.010518,0.000,0.522,18.983,0.358,0.013,0.371,0.000,0.000
20140131,RTAIL,170,-0.085088,-0.077071,0.059,0.378,16.572,0.340,0.122,0.235,0.000,0.014
20140131,RUBBR,16,-0.079361,-0.050060,0.000,0.441,22.868,0.313,0.109,0.527,0.009,0.000
20140131,SHIPS,7,-0.004705,0.030270,0.132,0.596,12.020,0.204,0.122,0.347,0.001,0.000
20140131,SMOKE,5,-0.030669,-0.083251,0.690,0.181,13.704,0.557,0.387,1.312,0.007,0.009
20140131,SODA,8,-0.008050,-0.075886,0.368,0.281,17.050,0.485,0.169,0.642,0.000,0.007
20140131,STEEL,43,-0.040686,-0.055044,0.253,0.755,13.959,0.135,0.048,0.357,0.000,0.000
20140131,TELCM,96,-0.013360,-0.044712,0.226,0.455,11.081,0.524,0.033,0.525,0.000,0.010
20140131,TOYS,14,-0.002083,-0.084583,0.000,0.541,13.983,0.422,0.080,0.154,0.034,0.029
20140131,TRANS,71,-0.005970,-0.009941,0.180,0.578,20.650,0.225,0.092,0.390,0.000,0.000
20140131,TXTLS,9,-0.018049,-0.027102,0.139,0.471,20.165,0.296,0.080,0.358,0.006,0.000
20140131,UTIL,87,0.011717,0.024496,0.667,0.850,19.091,0.289,0.066,0.560,0.000,0.000
20140131,WHLSL,95,-0.019828,-0.025634,0.069,0.523,15.940,0.213,0.106,0.321,0.000,0.000
20140228,AERO,18,0.034964,0.039851,0.122,0.449,18.374,0.283,0.136,0.396,0.016,0.000
20140228,AGRIC,10,0.030473,0.030560,0.200,0.473,15.621,0.231,0.053,0.208,0.000,0.000
20140228,AUTOS,53,0.080326,0.088099,0.000,0.382,17.385,0.206,0.126,0.327,0.023,0.000
20140228,BANKS,486,0.028899,0.028717,0.222,0.819,15.323,0.854,0.081,0.526,0.000,0.012
20140228,BEER,11,0.068141,0.007827,0.000,0.414,18.535,0.460,0.069,0.320,0.000,0.062
20140228,BLDMT,52,0.048785,0.066532,0.238,0.400,22.995,0.294,0.102,0.341,0.006,0.001
20140228,BOOKS,19,0.117587,0.098753,0.423,0.666,18.000,0.530,0.079,0.253,0.000,0.011
20140228,BOXES,10,0.061626,0.076126,0.137,0.318,17.288,0.224,0.157,0.702,0.004,0.000
20140228,BUSSV,391,0.037147,0.051384,0.000,0.290,16.635,0.577,0.052,0.119,0.025,0.001
20140228,CHEMS,68,0.080943,0.079539,0.173,0.403,19.252,0.322,0.131,0.374,0.013,0.000
20140228,CHIPS,197,0.057626,0.053400,0.000,0.504,13.669,0.411,0.027,0.079,0.122,0.000
20140228,CLTHS,35,0.049925,0.053879,0.058,0.439,18.312,0.459,0.132,0.188,0.000,0.020
20140228,CNSTR,47,0.055153,0.045678,0.000,0.583,18.005,0.192,0.092,0.380,0.000,0.000
20140228,COAL,10,-0.004501,0.046583,0.075,1.514,-1.065,0.149,-0.063,0.532,0.000,0.000
20140228,COMPS,98,0.056059,0.036198,0.000,0.353,15.483,0.489,0.070,0.101,0.127,0.001
20140228,DRUGS,313,0.080372,0.069962,0.000,0.205,-6.454,0.330,-0.347,0.033,0.399,0.000
20140228,ELCEQ,52,0.125699,0.041193,0.128,0.445,18.581,0.322,0.069,0.244,0.024,0.000
20140228,FABPR,7,0.084861,0.062337,0.101,0.555,23.130,0.318,0.058,0.275,0.013,0.000
20140228,FIN,105,0.031985,0.030410,0.330,0.547,20.467,0.359,0.097,0.265,0.000,0.000
20140228,FOOD,51,0.045183,0.049245,0.260,0.363,21.655,0.345,0.113,0.364,0.001,0.010
20140228,FUN,48,0.027345,0.092722,0.113,0.513,16.109,0.366,0.028,0.470,0.000,0.015
20140228,GOLD,9,0.078295,0.082734,134.653,1.480,-4.679,-0.039,-0.163,0.152,0.000,0.000
20140228,GUNS,7,-0.000834,0.068305,0.053,0.461,12.905,0.252,0.168,0.154,0.015,0.000
20140228,HLTH,57,0.053153,0.032111,0.000,0.413,13.671,0.290,0.037,0.415,0.000,0.000
20140228,HSHLD,41,0.047038,0.034065,0.244,0.374,22.209,0.453,0.119,0.312,0.010,0.017
20140228,INSUR,105,0.040269,0.040174,0.160,0.807,11.957,0.157,0.095,0.223,0.000,0.000
20140228,LABEQ,63,0.027903,0.046852,0.000,0.438,21.423,0.490,0.055,0.088,0.103,0.000
20140228,MACH,103,0.046337,0.059702,0.164,0.465,21.178,0.350,0.095,0.222,0.018,0.000
20140228,MEALS,59,0.057389,0.046528,0.000,0.252,26.870,0.223,0.104,0.367,0.000,0.022
20140228,MEDEQ,110,0.019451,0.035980,0.000,0.323,-1.659,0.578,-0.004,0.139,0.080,0.000
20140228,MINES,18,0.134589,0.061188,0.355,0.444,12.356,0.289,0.014,0.355,0.000,0.000
20140228,OIL,143,0.073814,0.056788,0.000,0.659,9.998,0.501,0.046,0.395,0.000,0.000
20140228,OTHER,21,-0.002709,-0.005452,0.000,0.406,25.000,0.326,0.027,0.469,0.000,0.000
20140228,PAPER,33,0.050941,0.046550,0.458,0.416,19.329,0.299,0.112,0.431,0.006,0.000
20140228,PERSV,39,0.072738,0.079370,0.000,0.414,23.458,0.462,0.067,0.252,0.000,0.009
20140228,RLEST,25,0.051888,0.040272,0.000,0.490,19.421,0.349,0.019,0.403,0.000,0.000
20140228,RTAIL,171,0.046400,0.056338,0.063,0.384,17.147,0.341,0.126,0.276,0.000,0.014
20140228,RUBBR,15,0.015129,0.015339,0.000,0.465,26.258,0.317,0.103,0.513,0.009,0.000
20140228,SHIPS,7,0.159822,0.134101,0.118,0.546,17.015,0.207,0.130,0.313,0.001,0.000
20140228,SMOKE,5,0.043154,0.033532,0.791,0.180,16.044,0.565,0.367,1.334,0.009,0.013
20140228,SODA,8,0.088516,0.019155,0.413,0.265,21.011,0.485,0.150,0.601,0.000,0.007
20140228,STEEL,41,0.018221,0.024569,0.236,0.744,-0.078,0.132,0.008,0.356,0.000,0.000
20140228,TELCM,95,0.018894,0.021884,0.002,0.433,11.728,0.532,0.057,0.550,0.000,0.009
20140228,TOYS,14,0.038576,0.035361,0.196,0.478,10.289,0.421,0.076,0.152,0.034,0.011
20140228,TRANS,72,0.027967,0.023219,0.088,0.550,20.774,0.239,0.090,0.400,0.000,0.000
20140228,TXTLS,9,0.055382,0.008402,0.167,0.452,22.548,0.293,0.093,0.345,0.005,0.000
20140228,UTIL,87,0.034687,0.031002,0.656,0.843,19.205,0.284,0.067,0.547,0.000,0.000
20140228,WHLSL,94,0.044798,0.045794,0.073,0.495,17.543,0.210,0.105,0.340,0.000,0.000
20140331,AERO,18,0.006859,-0.012311,0.122,0.449,19.935,0.283,0.137,0.396,0.016,0.000
20140331,AGRIC,10,-0.003808,0.033479,0.200,0.473,15.514,0.250,0.071,0.208,0.000,0.000
20140331,AUTOS,53,0.025080,-0.013231,0.000,0.382,18.326,0.206,0.126,0.327,0.023,0.000
20140331,BANKS,486,0.016699,0.031664,0.226,0.819,15.615,0.854,0.081,0.528,0.000,0.012
20140331,BEER,11,0.060464,0.045928,0.000,0.414,19.251,0.460,0.069,0.320,0.000,0.062
20140331,BLDMT,52,-0.017082,-0.015140,0.213,0.400,22.569,0.291,0.101,0.341,0.006,0.001
20140331,BOOKS,18,0.021661,-0.028808,0.440,0.577,20.093,0.536,0.078,0.277,0.000,0.014
20140331,BOXES,10,0.018284,-0.004794,0.137,0.318,18.302,0.224,0.157,0.702,0.004,0.000
20140331,BUSSV,390,-0.028916,-0.029618,0.000,0.290,16.032,0.580,0.052,0.117,0.029,0.001
20140331,CHEMS,68,0.035800,0.006563,0.181,0.411,18.193,0.323,0.130,0.376,0.014,0.000
20140331,CHIPS,196,0.010160,0.027099,0.000,0.502,14.046,0.412,0.024,0.093,0.122,0.000
20140331,CLTHS,36,0.015524,-0.001202,0.024,0.410,19.074,0.460,0.137,0.163,0.000,0.020
20140331,CNSTR,48,0.013640,-0.033105,0.000,0.578,17.681,0.191,0.091,0.379,0.000,0.000
20140331,COAL,10,-0.012404,-0.028908,0.075,1.514,-0.843,0.149,-0.063,0.532,0.000,0.000
20140331,COMPS,98,-0.023471,0.006670,0.000,0.346,15.175,0.489,0.069,0.097,0.127,0.001
20140331,DRUGS,322,-0.049954,-0.035915,0.000,0.204,-6.352,0.310,-0.351,0.030,0.383,0.000
20140331,ELCEQ,51,0.062651,-0.000161,0.154,0.414,18.183,0.325,0.069,0.255,0.023,0.000
20140331,FABPR,6,0.028598,-0.046767,0.051,0.543,21.245,0.319,0.081,0.288,0.009,0.000
20140331,FIN,104,0.024632,0.009439,0.330,0.547,20.306,0.361,0.097,0.265,0.000,0.000
20140331,FOOD,51,0.034046,0.031218,0.260,0.382,21.051,0.345,0.113,0.364,0.001,0.010
20140331,FUN,49,-0.024281,-0.074377,0.113,0.502,14.658,0.362,0.028,0.482,0.000,0.015
20140331,GOLD,9,-0.116555,-0.027356,134.653,1.480,-4.280,-0.039,-0.163,0.152,0.000,0.000
20140331,GUNS,7,-0.019634,0.006831,0.053,0.461,13.072,0.252,0.168,0.154,0.015,0.000
20140331,HLTH,57,0.001845,0.017489,0.000,0.413,15.183,0.290,0.037,0.415,0.000,0.000
20140331,HSHLD,42,0.012907,0.018916,0.214,0.371,22.961,0.449,0.117,0.301,0.010,0.017
20140331,INSUR,105,0.014203,0.024426,0.160,0.807,12.339,0.157,0.095,0.223,0.000,0.000
20140331,LABEQ,63,-0.021919,-0.027107,0.000,0.438,21.144,0.490,0.057,0.094,0.100,0.000
20140331,MACH,103,0.019797,0.010399,0.167,0.465,20.342,0.350,0.095,0.222,0.018,0.000
20140331,MEALS,58,0.000817,0.015500,0.000,0.251,27.339,0.222,0.103,0.361,0.000,0.021
20140331,MEDEQ,110,-0.016118,0.014241,0.000,0.324,-1.288,0.578,-0.003,0.139,0.080,0.000
20140331,MINES,18,-0.051608,-0.003029,0.355,0.444,12.527,0.289,0.014,0.355,0.000,0.000
20140331,OIL,145,0.025965,0.025520,0.000,0.665,10.812,0.509,0.049,0.395,0.000,0.000
20140331,OTHER,21,0.052596,0.033937,0.000,0.406,31.916,0.321,0.027,0.469,0.000,0.000
20140331,PAPER,33,-0.006497,-0.003692,0.458,0.416,18.075,0.299,0.112,0.429,0.006,0.000
20140331,PERSV,39,-0.017237,-0.006582,0.000,0.414,22.191,0.452,0.067,0.252,0.000,0.009
20140331,RLEST,25,0.021101,-0.005932,0.000,0.490,19.244,0.349,0.019,0.403,0.000,0.000
20140331,RTAIL,171,-0.009059,-0.012941,0.054,0.395,17.714,0.340,0.113,0.292,0.000,0.014
20140331,RUBBR,15,-0.039142,-0.013809,0.000,0.465,26.230,0.317,0.090,0.513,0.009,0.000
20140331,SHIPS,8,0.011338,-0.000194,0.182,0.456,16.319,0.241,0.156,0.423,0.001,0.000
20140331,SMOKE,5,0.071769,0.040806,0.791,0.180,17.013,0.565,0.367,1.334,0.009,0.013
20140331,SODA,8,-0.034127,0.016266,0.179,0.265,20.347,0.485,0.150,0.601,0.000,0.007
20140331,STEEL,41,0.028047,0.036280,0.236,0.744,-1.055,0.132,0.007,0.356,0.000,0.000
20140331,TELCM,94,0.014073,0.009501,0.002,0.417,11.947,0.534,0.057,0.545,0.000,0.008
20140331,TOYS,14,0.030542,0.043814,0.196,0.478,10.925,0.421,0.076,0.152,0.034,0.011
20140331,TRANS,72,0.028976,0.025727,0.088,0.550,21.254,0.239,0.090,0.400,0.000,0.000
20140331,TXTLS,9,-0.002670,-0.001343,0.129,0.452,23.532,0.293,0.093,0.345,0.005,0.000
20140331,UTIL,87,0.024223,0.026347,0.650,0.843,19.758,0.284,0.067,0.547,0.000,0.000
20140331,WHLSL,94,0.030389,0.006044,0.073,0.495,17.500,0.210,0.105,0.340,0.000,0.000
20140430,AERO,18,-0.002952,0.013106,0.122,0.449,20.351,0.283,0.137,0.396,0.016,0.000
20140430,AGRIC,10,-0.087259,-0.027888,0.204,0.493,14.370,0.250,0.071,0.208,0.000,0.000
20140430,AUTOS,53,-0.021914,0.000099,0.000,0.382,15.417,0.206,0.126,0.327,0.025,0.000
20140430,BANKS,485,-0.031026,-0.046940,0.221,0.821,15.075,0.853,0.081,0.528,0.000,0.012
20140430,BEER,11,-0.040612,0.022860,0.000,0.414,19.708,0.460,0.069,0.320,0.000,0.062
20140430,BLDMT,53,-0.040825,-0.011584,0.196,0.367,22.289,0.292,0.102,0.346,0.005,0.000
20140430,BOOKS,19,-0.025156,-0.016025,0.344,0.666,16.950,0.530,0.078,0.302,0.000,0.011
20140430,BOXES,10,-0.000845,0.005735,0.137,0.318,18.592,0.224,0.157,0.702,0.004,0.000
20140430,BUSSV,391,-0.063673,-0.033909,0.000,0.290,15.304,0.580,0.052,0.114,0.030,0.001
20140430,CHEMS,67,-0.022202,-0.003663,0.187,0.407,17.676,0.322,0.131,0.370,0.013,0.000
20140430,CHIPS,195,-0.061712,0.031992,0.000,0.494,13.886,0.411,0.020,0.090,0.122,0.000
20140430,CLTHS,35,-0.030421,-0.036277,0.024,0.381,18.888,0.462,0.138,0.139,0.000,0.020
20140430,CNSTR,49,-0.063662,-0.041416,0.000,0.578,17.152,0.192,0.094,0.380,0.000,0.000
20140430,COAL,9,0.017810,0.090678,0.075,1.246,-0.853,0.167,-0.029,0.459,0.000,0.000
20140430,COMPS,98,-0.069578,-0.031563,0.000,0.346,14.962,0.489,0.069,0.097,0.127,0.001
20140430,DRUGS,333,-0.106482,0.001355,0.000,0.204,-5.795,0.213,-0.355,0.041,0.399,0.000
20140430,ELCEQ,51,-0.069951,-0.011585,0.148,0.414,18.716,0.325,0.069,0.252,0.023,0.000
20140430,FABPR,6,-0.035687,-0.053282,0.051,0.543,20.884,0.319,0.081,0.288,0.009,0.000
20140430,FIN,105,-0.024083,-0.023900,0.330,0.562,19.917,0.360,0.097,0.262,0.000,0.000
20140430,FOOD,51,-0.026131,0.001142,0.260,0.382,19.421,0.345,0.113,0.364,0.001,0.010
20140430,FUN,49,-0.070808,-0.044145,0.198,0.509,12.767,0.362,0.031,0.478,0.000,0.015
20140430,GOLD,9,-0.038412,0.035024,134.653,1.480,-4.507,-0.039,-0.163,0.152,0.000,0.000
20140430,GUNS,7,-0.008696,0.007283,0.053,0.461,12.104,0.252,0.129,0.154,0.015,0.000
20140430,HLTH,57,-0.017049,-0.011015,0.000,0.413,14.900,0.290,0.037,0.415,0.000,0.000
20140430,HSHLD,42,-0.039445,0.027639,0.214,0.371,21.217,0.457,0.117,0.301,0.010,0.017
20140430,INSUR,106,-0.015680,-0.009042,0.157,0.805,12.275,0.158,0.095,0.226,0.000,0.000
20140430,LABEQ,63,-0.042000,-0.033023,0.000,0.438,19.674,0.492,0.057,0.094,0.100,0.000
20140430,MACH,103,-0.028342,0.012150,0.167,0.471,21.422,0.350,0.095,0.222,0.018,0.000
20140430,MEALS,58,-0.036259,-0.013798,0.000,0.251,26.250,0.222,0.100,0.362,0.000,0.021
20140430,MEDEQ,113,-0.072691,-0.047438,0.000,0.324,-1.170,0.581,0.002,0.157,0.081,0.000
20140430,MINES,18,-0.000699,0.034786,0.355,0.453,5.282,0.265,0.005,0.312,0.000,0.000
20140430,OIL,146,0.051573,0.056615,0.019,0.665,11.507,0.505,0.051,0.397,0.000,0.000
20140430,OTHER,21,0.005644,0.044733,0.000,0.421,32.708,0.321,0.027,0.469,0.000,0.000
20140430,PAPER,33,-0.030447,0.010705,0.458,0.416,17.756,0.299,0.117,0.429,0.006,0.000
20140430,PERSV,39,-0.019133,-0.020518,0.000,0.410,20.232,0.452,0.063,0.252,0.000,0.009
20140430,RLEST,24,-0.027273,-0.031587,0.000,0.490,16.235,0.354,0.017,0.400,0.000,0.000
20140430,RTAIL,170,-0.024852,-0.013628,0.063,0.404,17.752,0.340,0.114,0.291,0.000,0.014
20140430,RUBBR,15,-0.035945,-0.017546,0.000,0.465,26.754,0.317,0.090,0.513,0.009,0.000
20140430,SHIPS,8,0.028777,0.009056,0.182,0.414,16.567,0.241,0.156,0.416,0.001,0.000
20140430,SMOKE,5,0.051806,0.056972,0.791,0.180,17.971,0.565,0.367,1.334,0.009,0.013
20140430,SODA,8,0.006817,0.047011,0.179,0.265,20.731,0.485,0.150,0.601,0.000,0.007
20140430,STEEL,41,-0.030330,0.008226,0.217,0.744,-0.910,0.132,0.007,0.357,0.000,0.000
20140430,TELCM,94,-0.048471,-0.000726,0.000,0.418,10.531,0.534,0.057,0.545,0.000,0.008
20140430,TOYS,14,-0.050502,-0.009613,0.196,0.478,10.478,0.421,0.076,0.152,0.034,0.011
20140430,TRANS,71,0.010153,0.007709,0.092,0.552,22.145,0.241,0.089,0.404,0.000,0.000
20140430,TXTLS,9,-0.022221,0.004380,0.129,0.452,24.644,0.293,0.093,0.345,0.005,0.000
20140430,UTIL,87,0.020481,0.040163,0.650,0.843,19.757,0.284,0.067,0.547,0.000,0.000
20140430,WHLSL,94,-0.021999,-0.006389,0.073,0.495,17.727,0.210,0.105,0.340,0.000,0.000
20140531,AERO,18,0.018573,0.023420,0.117,0.401,19.925,0.284,0.131,0.407,0.016,0.000
20140531,AGRIC,9,0.032851,0.098306,0.205,0.503,13.937,0.250,0.071,0.207,0.000,0.000
20140531,AUTOS,52,0.014309,0.008489,0.000,0.374,13.138,0.206,0.132,0.288,0.026,0.000
20140531,BANKS,484,0.003426,0.015233,0.292,0.845,14.684,0.863,0.083,0.519,0.000,0.012
20140531,BEER,10,-0.001733,0.030975,0.000,0.407,18.664,0.454,0.073,0.310,0.000,0.053
20140531,BLDMT,52,-0.021433,0.008234,0.243,0.388,21.040,0.308,0.092,0.342,0.005,0.001
20140531,BOOKS,19,-0.007084,-0.012264,0.342,0.551,17.410,0.522,0.062,0.326,0.000,0.011
20140531,BOXES,10,0.021944,0.038742,0.179,0.279,18.298,0.224,0.227,0.675,0.004,0.000
20140531,BUSSV,401,0.002743,0.021642,0.000,0.297,13.201,0.580,0.042,0.134,0.041,0.001
20140531,CHEMS,67,0.010627,0.026071,0.207,0.391,16.826,0.324,0.120,0.381,0.013,0.000
20140531,CHIPS,196,-0.006748,0.049102,0.000,0.449,14.212,0.414,0.019,0.103,0.124,0.000
20140531,CLTHS,35,-0.022358,0.018766,0.024,0.385,15.984,0.462,0.135,0.137,0.000,0.020
20140531,CNSTR,50,0.003230,0.007698,0.000,0.561,16.688,0.191,0.088,0.406,0.000,0.000
20140531,COAL,9,-0.123069,-0.072929,0.110,1.686,-0.707,0.178,-0.032,0.443,0.000,0.000
20140531,COMPS,101,-0.011674,0.033126,0.000,0.340,13.256,0.508,0.050,0.099,0.136,0.001
20140531,DRUGS,347,0.000058,0.013855,0.000,0.205,-7.200,0.010,-0.434,0.035,0.369,0.000
20140531,ELCEQ,53,-0.010717,-0.007145,0.158,0.435,18.512,0.323,0.068,0.261,0.026,0.000
20140531,FABPR,6,0.032144,0.016240,0.065,0.533,23.548,0.318,0.078,0.287,0.009,0.000
20140531,FIN,105,-0.006049,-0.002134,0.345,0.520,18.933,0.369,0.101,0.272,0.000,0.000
20140531,FOOD,51,0.046356,0.051504,0.295,0.386,22.248,0.348,0.117,0.378,0.001,0.010
20140531,FUN,49,0.016823,0.040303,0.198,0.531,15.469,0.344,0.029,0.478,0.000,0.015
20140531,GOLD,9,-0.125976,-0.089493,134.653,1.285,-5.425,-0.047,-0.186,0.148,0.000,0.000
